,sku,description,url,price,UPC,keyword
0,433nhtbio,Green Herc 1/6 Size Biodegradable Plastic T-Shirt Bag - 500/Case,https://www.webstaurantstore.com/green-herc-1-6-size-biodegradable-plastic-t-shirt-bag-case/433NHTBIO.html,From $25.11/Case,,disposable-food-packaging-supplies
1,150403,"Choice 12"" x 12"" Newspaper Print Deli Sandwich Wrap Paper - 1000/Case",https://www.webstaurantstore.com/choice-12-x-12-newspaper-print-deli-sandwich-wrap-paper-case/150403.html,$32.99/Case,,disposable-food-packaging-supplies
2,12212105,"Choice 12"" x 10 3/4"" Food Service Interfolded Pop-Up Foil Sheets - 500/Box",https://www.webstaurantstore.com/choice-12-x-10-3-4-food-service-interfolded-pop-up-foil-sheets-box/12212105.html,From $16.99/Box,016194000696,disposable-food-packaging-supplies
3,245wedgepzza,Choice White Clay Coated Clamshell Pizza Slice Box - 400/Case,https://www.webstaurantstore.com/choice-white-clay-coated-clamshell-pizza-slice-box-case/245WEDGEPZZA.html,From $70.92/Case,,disposable-food-packaging-supplies
4,433300100nat,"Choice 6"" x 1"" x 8"" Kraft Customizable Sandwich / Cookie Bag - 2000/Case",https://www.webstaurantstore.com/choice-6-x-1-x-8-sandwich-cookie-bag-case/433300100NAT.html,$41.99/Case,10072181001005,disposable-food-packaging-supplies
5,150398,"Choice 12"" x 12"" Red Check Deli Sandwich Wrap Paper - 5000/Case",https://www.webstaurantstore.com/choice-12-x-12-red-check-deli-sandwich-wrap-paper-case/150398.html,$68.49/Case,10608254034948,disposable-food-packaging-supplies
6,12218x5hd,"Choice 18"" x 500' Food Service Heavy-Duty Aluminum Foil Roll",https://www.webstaurantstore.com/choice-18-x-500-food-service-heavy-duty-aluminum-foil-roll/12218X5HD.html,$28.49/Each,016194000283,disposable-food-packaging-supplies
7,1503003536,"Choice 12"" x 12"" Natural Kraft Customizable Basket Liner / Deli Wrap - 5000/Case",https://www.webstaurantstore.com/choice-12-x-12-natural-kraft-basket-liner-deli-wrap-case/1503003536.html,$69.99/Case,10608254035365,disposable-food-packaging-supplies
8,1229105,"Choice 9"" x 10 3/4"" Food Service Interfolded Pop-Up Foil Sheets",https://www.webstaurantstore.com/9-x-10-3-4-food-service-interfolded-pop-up-foil-sheets/1229105.html,From $12.99/Box,016194000726,disposable-food-packaging-supplies
9,150399,"Choice 12"" x 12"" Black Check Deli Sandwich Wrap Paper - 5000/Case",https://www.webstaurantstore.com/choice-12-x-12-black-check-deli-sandwich-wrap-paper-case/150399.html,$68.49/Case,10608254035143,disposable-food-packaging-supplies
10,182rrf14,"Choice 10"" x 14"" Plastic Food Bag On A Roll - 1000/Case",https://www.webstaurantstore.com/choice-10-x-14-plastic-food-bag-on-a-roll-case/182RRF14.html,From $13.84/Case,072093199008,disposable-food-packaging-supplies
11,12218x1st,"Choice 18"" x 1000' Food Service Standard Aluminum Foil Roll",https://www.webstaurantstore.com/18-x-1000-food-service-standard-aluminum-foil-roll/12218X1ST.html,From $56.36/Each,016194000177,disposable-food-packaging-supplies
12,12212x1st,"Choice 12"" x 1000' Food Service Standard Aluminum Foil Roll",https://www.webstaurantstore.com/choice-12-x-1000-food-service-standard-aluminum-foil-roll/12212X1ST.html,Plus Member Discount,016194000122,disposable-food-packaging-supplies
13,12218x1hd,"Choice 18"" x 1000' Food Service Heavy-Duty Aluminum Foil Roll",https://www.webstaurantstore.com/choice-18-x-1000-food-service-heavy-duty-aluminum-foil-roll/12218X1HD.html,From $69.00/Each,016194000238,disposable-food-packaging-supplies
14,176tsbstnd,Choice Chrome T-Shirt Bag Rack / Stand,https://www.webstaurantstore.com/choice-chrome-t-shirt-bag-rack-stand/176TSBSTND.html,$30.99/Each,,disposable-food-packaging-supplies
15,433nht101,"Choice 1/6 Size White ""Thank You"" Plastic T-Shirt Bag - 700/Case",https://www.webstaurantstore.com/1-6-size-white-thank-you-plastic-t-shirt-bag-case/433NHT101.html,$16.99/Case,072288117435,disposable-food-packaging-supplies
16,18218x2sc,"Choice Safecut 18"" x 2000' Premium Foodservice Film with Slide Cutter",https://www.webstaurantstore.com/choice-safecut-18-x-2000-premium-foodservice-film-with-slide-cutter/18218X2SC.html,From $17.54/Each,better,disposable-food-packaging-supplies
17,3803065,"Carnival King 11 1/2"" x 18 1/2"" Printed Quick Pak Cotton Candy Bag - 1000/Case",https://www.webstaurantstore.com/carnival-king-11-1-2-x-18-1-2-printed-quick-pak-cotton-candy-bag-case/3803065.html,From $28.42/Case,090939930653,disposable-food-packaging-supplies
18,182rrf24,"Plastic 18"" x 24"" Food Bag On A Roll - 250/Box",https://www.webstaurantstore.com/plastic-18-x-24-food-bag-on-a-roll-box/182RRF24.html,From $9.68/Box,10028407001274,disposable-food-packaging-supplies
19,1501405,"Choice 2 3/4"" x 10"" White Kraft Disposable Silverware / Bakery / Churro Bag - 2000/Case",https://www.webstaurantstore.com/choice-2-3-4-x-10-white-kraft-disposable-silverware-bag-case/1501405.html,$24.49/Case,10072181000398,disposable-food-packaging-supplies
20,612w45,"Choice 10 3/4"" x 14"" Insulated Foil Sandwich Wrap Sheets - 2000/Case",https://www.webstaurantstore.com/choice-10-3-4-x-14-insulated-foil-sandwich-wrap-sheets-case/612W45.html,From $61.15/Case,,disposable-food-packaging-supplies
21,12224x1hd,"Choice 24"" x 1000' Food Service Heavy-Duty Aluminum Foil Roll",https://www.webstaurantstore.com/choice-24-x-1000-food-service-heavy-duty-aluminum-foil-roll/12224X1HD.html,$88.99/Each,016194000252,disposable-food-packaging-supplies
22,130d66uf,"Choice 6 1/2"" x 6 1/4"" Unprinted Plastic Deli Saddle Bag with Flip Top - 2000/Case",https://www.webstaurantstore.com/choice-6-1-2-x-6-1-4-unprinted-plastic-deli-saddle-bag-with-flip-top-case/130D66UF.html,From $8.76/Case,,disposable-food-packaging-supplies
23,612w65,"Choice 14"" x 16"" Insulated Foil Sandwich Wrap Sheets - 1000/Case",https://www.webstaurantstore.com/choice-14-x-16-insulated-foil-sandwich-wrap-sheets-case/612W65.html,From $51.34/Case,10072181008417,disposable-food-packaging-supplies
24,1501405nat,"Choice 2 3/4"" x 10"" Kraft Disposable Silverware / Bakery / Churro Bag - 2000/Case",https://www.webstaurantstore.com/choice-2-3-4-x-10-kraft-disposable-silverware-bakery-churro-bag-case/1501405NAT.html,$31.99/Case,,disposable-food-packaging-supplies
25,176fm18disp,"Choice 18"" Stainless Steel Film and Foil Dispenser and Cutter",https://www.webstaurantstore.com/choice-18-stainless-steel-film-and-foil-dispenser-and-cutter/176FM18DISP.html,From $49.38/Each,,disposable-food-packaging-supplies
26,245444w,Baker's Mark White 1-Piece Candy Apple Box with Window - 100/Case,https://www.webstaurantstore.com/bakers-mark-white-1-piece-candy-apple-box-with-window-case/245444W.html,From $23.48/Case,,disposable-food-packaging-supplies
27,150402,"Choice 16"" x 12"" Newspaper Print Deli Sandwich Wrap Paper - 2000/Case",https://www.webstaurantstore.com/choice-16-x-12-newspaper-print-deli-sandwich-wrap-paper-case/150402.html,$53.99/Case,,disposable-food-packaging-supplies
28,433ppr5,"Choice 5"" Perforated Round Patty Paper - 500/Pack",https://www.webstaurantstore.com/choice-5-perforated-round-patty-paper-box/433PPR5.html,$7.59/Pack,,disposable-food-packaging-supplies
29,12212102,"Choice 12"" x 10 3/4"" Food Service Interfolded Pop Up Foil Sheets",https://www.webstaurantstore.com/choice-12-x-10-3-4-food-service-interfolded-pop-up-foil-sheets/12212102.html,From $6.99/Box,016194000702,disposable-food-packaging-supplies
30,130d77uf,"7 1/2"" x 7 1/2"" Unprinted Plastic Deli Saddle Bag with Flip Top - 2000/Case",https://www.webstaurantstore.com/7-1-2-x-7-1-2-unprinted-plastic-deli-saddle-bag-with-flip-top-case/130D77UF.html,From $12.25/Case,,disposable-food-packaging-supplies
31,18218x2,"Choice 18"" x 2000' Foodservice Film with Serrated Cutter",https://www.webstaurantstore.com/choice-18218x2pl-18-x-2000-standard-film-with-serrated-cutter/18218X2.html,Plus Member Discount,good,disposable-food-packaging-supplies
32,1503003537,"Choice 15"" x 15"" Natural Kraft Customizable Basket Liner / Deli Wrap - 3000/Case",https://www.webstaurantstore.com/choice-15-x-15-natural-kraft-basket-liner-deli-wrap-case/1503003537.html,$69.99/Case,10608254035372,disposable-food-packaging-supplies
33,150400,"Choice 12"" x 12"" Blue Check Deli Sandwich Wrap Paper - 5000/Case",https://www.webstaurantstore.com/choice-12-x-12-blue-check-deli-sandwich-wrap-paper-case/150400.html,$68.49/Case,10787074000736,disposable-food-packaging-supplies
34,433nht101hd,"Choice 1/6 Size White ""Thank You"" T-Shirt Bag - 1000/Case",https://www.webstaurantstore.com/1-6-size-white-thank-you-t-shirt-bag-case/433NHT101HD.html,$27.49/Case,00762935999025,disposable-food-packaging-supplies
35,245cb12     white,"Choice 12"" x 12"" x 2"" White Corrugated Plain Pizza Box - 50/Bundle",https://www.webstaurantstore.com/choice-12-x-12-x-2-white-corrugated-plain-pizza-bakery-box-bundle/245CB12%20%20%20%20%20WHITE.html,$15.99/Bundle,,disposable-food-packaging-supplies
36,182pb1824,"Choice 18"" x 24"" Plastic Produce Bag on a Roll - 4/Case",https://www.webstaurantstore.com/choice-18-x-24-plastic-produce-bag-on-a-roll-case/182PB1824.html,From $18.26/Case,,disposable-food-packaging-supplies
37,43324pea,Choice 24'' x 700' 40# Pink / Peach Butcher Paper Roll,https://www.webstaurantstore.com/24-x-700-40-peach-treated-butcher-paper-roll/43324PEA.html,From $19.88/Each,good,disposable-food-packaging-supplies
38,18224x2sc,"Choice Safecut 24"" x 2000' Premium Foodservice Film with Slide Cutter",https://www.webstaurantstore.com/choice-safecut-24-x-2000-premium-foodservice-film-with-slide-cutter/18224X2SC.html,From $25.98/Each,better,disposable-food-packaging-supplies
39,18212x2sc,"Choice Safecut 12"" x 2000' Premium Foodservice Film with Slide Cutter",https://www.webstaurantstore.com/choice-safecut-12-x-2000-premium-foodservice-film-with-slide-cutter/18212X2SC.html,From $12.73/Each,better,disposable-food-packaging-supplies
40,433nht108,Choice 1/6 Size .71 Mil White Happy Face Heavy-Duty Plastic T-Shirt Bag - 500/Case,https://www.webstaurantstore.com/1-6-size-71-mil-white-happy-face-heavy-duty-plastic-t-shirt-bag-case/433NHT108.html,$14.49/Case,680569120588,disposable-food-packaging-supplies
41,433nht003,"Choice 13"" x 10"" x 23"" .551 Mil White Heavy-Duty Large T-Shirt Bag - 500/Case",https://www.webstaurantstore.com/13-x-10-x-23-large-white-t-shirt-bag-case/433NHT003.html,$14.99/Case,680569123541,disposable-food-packaging-supplies
42,150401,"Choice 12"" x 12"" Green Check Deli Sandwich Wrap - 5000/Case",https://www.webstaurantstore.com/choice-12-x-12-green-check-deli-sandwich-wrap-case/150401.html,$68.49/Case,10787074000712,disposable-food-packaging-supplies
43,150xlffbag,"Carnival King 6"" x 3/4"" x 6 1/2"" Customizable Sandwich / Extra Large French Fry Bag - 2000/Case",https://www.webstaurantstore.com/carnival-king-6-x-3-4-x-6-1-2-extra-large-french-fry-bag-case/150XLFFBAG.html,$26.99/Case,30674970104740,disposable-food-packaging-supplies
44,150404,"Choice 12"" x 12"" Mexican Print Deli Sandwich Wrap Paper - 5000/Case",https://www.webstaurantstore.com/choice-12-x-12-mexican-print-deli-sandwich-wrap-paper-case/150404.html,$76.99/Case,,disposable-food-packaging-supplies
45,12218x5st,"Choice 18"" x 500' Food Service Standard Aluminum Foil Roll",https://www.webstaurantstore.com/choice-18-x-500-food-service-standard-aluminum-foil-roll/12218X5ST.html,$24.49/Each,016194000184,disposable-food-packaging-supplies
46,433nht103,"Choice 1/8 Size .51 Mil White ""Thank You"" Plastic T-Shirt Bag - 1000/Case",https://www.webstaurantstore.com/1-8-size-51-mil-white-thank-you-plastic-t-shirt-bag-case/433NHT103.html,$13.99/Case,680569120649,disposable-food-packaging-supplies
47,150ck1515rd,"Choice 15"" x 15"" Red Check Deli Sandwich Wrap Paper - 4000/Case",https://www.webstaurantstore.com/choice-15-x-15-red-check-deli-sandwich-wrap-paper-case/150CK1515RD.html,$96.49/Case,10072181781976,disposable-food-packaging-supplies
48,43318pea,"Choice 18"" x 700' 40# Pink / Peach Butcher Paper Roll",https://www.webstaurantstore.com/18-x-700-40-peach-treated-butcher-paper-roll/43318PEA.html,From $16.07/Each,good,disposable-food-packaging-supplies
49,130d88uf,"Choice 8 1/2"" x 8 1/2"" Unprinted Plastic Deli Saddle Bag with Flip Top - 2000/Case",https://www.webstaurantstore.com/choice-8-1-2-x-8-1-2-unprinted-plastic-deli-saddle-bag-with-flip-top-case/130D88UF.html,From $13.31/Case,,disposable-food-packaging-supplies
50,18212x3,"Choice 12"" x 3000' Foodservice Film with Serrated Cutter",https://www.webstaurantstore.com/choice-18212x3pl-12-x-3000-standard-film-with-serrated-cutter/18212X3.html,From $14.30/Each,,disposable-food-packaging-supplies
51,3803064,"Carnival King 3803064 11 1/2"" x 18 1/2"" Quick Pak Cotton Candy Bag - 1000/Case",https://www.webstaurantstore.com/carnival-king-3803064-11-1-2-x-18-1-2-quick-pak-cotton-candy-bag-case/3803064.html,From $29.08/Case,,disposable-food-packaging-supplies
52,245cb10     white,"Choice 10"" x 10"" x 2"" White Corrugated Plain Pizza Box - 50/Bundle",https://www.webstaurantstore.com/choice-10-x-10-x-2-white-corrugated-plain-pizza-bakery-box-bundle/245CB10%20%20%20%20%20WHITE.html,$13.49/Bundle,,disposable-food-packaging-supplies
53,18224x2,"Choice 24"" x 2000' Foodservice Film with Serrated Cutter",https://www.webstaurantstore.com/choice-18224x2pl-24-x-2000-standard-film-with-serrated-cutter/18224X2.html,From $20.76/Each,"good




 ",disposable-food-packaging-supplies
54,1503003542,"Choice 7"" x 7"" Natural Kraft Basket Liner / Deli Wrap / Double Open Bag - 2000/Case",https://www.webstaurantstore.com/choice-7-x-7-natural-kraft-basket-liner-deli-wrap-double-open-bag-case/1503003542.html,$32.49/Case,10608254035426,disposable-food-packaging-supplies
55,9993003536,"Choice 12"" x 12"" Natural Kraft Basket Liner / Deli Wrap - 1000/Pack",https://www.webstaurantstore.com/choice-12-x-12-natural-kraft-basket-liner-deli-wrap-pack/9993003536.html,$18.49/Pack,10608254035365,disposable-food-packaging-supplies
56,130d108uf,"Choice 10 1/2"" x 8"" Unprinted Plastic Deli Saddle Bag with Flip Top - 2000/Case",https://www.webstaurantstore.com/choice-10-1-2-x-8-unprinted-plastic-deli-saddle-bag-with-flip-top-case/130D108UF.html,From $14.70/Case,,disposable-food-packaging-supplies
57,18218x3,"Choice 18"" x 3000' Foodservice Film with Serrated Cutter",https://www.webstaurantstore.com/choice-18218x3pl-18-x-3000-standard-film-with-serrated-cutter/18218X3.html,$20.49/Each,,disposable-food-packaging-supplies
58,245cb14     white,"Choice 14"" x 14"" x 2"" White Corrugated Plain Pizza Box - 50/Bundle",https://www.webstaurantstore.com/choice-14-x-14-x-2-white-corrugated-plain-pizza-bakery-box-bundle/245CB14%20%20%20%20%20WHITE.html,$18.49/Bundle,,disposable-food-packaging-supplies
59,245cpb16grn,"Choice 16"" x 16"" x 2"" Kraft Corrugated Pizza Box - 50/Case",https://www.webstaurantstore.com/16-x-16-x-1-3-4-kraft-corrugated-pizza-box-case/245CPB16GRN.html,$21.49/Case,,disposable-food-packaging-supplies
60,43312pea,Choice 12'' x 700' 40# Pink / Peach Butcher Paper Roll,https://www.webstaurantstore.com/12-x-700-40-peach-treated-butcher-paper-roll/43312PEA.html,From $10.67/Each,good,disposable-food-packaging-supplies
61,433b1200050,"Trim 8"" x 4 1/2"" x 10 5/8"" Natural Kraft Shopping Bag with Handles - 250/Bundle",https://www.webstaurantstore.com/natural-kraft-trim-shopping-bag-with-handles-8-x-4-1-2-x-10-5-8-bundle/433B1200050.html,From $40.60/Bundle,,disposable-food-packaging-supplies
62,808kk3,"Tablecraft KK3 KenKut 3 12"" - 18"" Film and Foil Dispenser / Cutter",https://www.webstaurantstore.com/tablecraft-kk3-kenkut-3-12-18-film-and-foil-dispenser-cutter/808KK3.html,$40.49/Each,727875090232,disposable-food-packaging-supplies
63,15003547,"Carnival King 6 1/2"" x 4 1/4"" x 14 5/8"" .5 Gallon Unprinted Foil Bag - 500/Case",https://www.webstaurantstore.com/carnival-king-6-1-2-x-4-1-4-x-14-5-8-5-gallon-unprinted-foil-bag-case/15003547.html,From $61.52/Case,,disposable-food-packaging-supplies
64,176fm24disp,"Choice 24"" Stainless Steel Film and Foil Dispenser and Cutter",https://www.webstaurantstore.com/choice-24-stainless-steel-film-and-foil-dispenser-and-cutter/176FM24DISP.html,From $60.92/Each,,disposable-food-packaging-supplies
65,1503525,"Carnival King 3 1/2"" x 1 1/2"" x 9"" Plain Paper Hot Dog Bag - 1000/Case",https://www.webstaurantstore.com/carnival-king-3-1-2-x-1-1-2-x-9-plain-paper-hot-dog-bag-case/1503525.html,From $14.73/Case,608254035252,disposable-food-packaging-supplies
66,182rrf8,"Choice 6"" x 7 3/4"" Plastic Food Bag on a Roll - 2000/Case",https://www.webstaurantstore.com/choice-6-x-7-3-4-plastic-food-bag-on-a-roll-case/182RRF8.html,From $10.08/Case,10028407001236,disposable-food-packaging-supplies
67,433nht206h,Choice 1/6 Size .67 Mil Black Embossed Heavy-Duty Plastic T-Shirt Bag - 500/Case,https://www.webstaurantstore.com/1-6-size-67-mil-black-unprinted-embossed-heavy-duty-plastic-t-shirt-bag-case/433NHT206H.html,$12.99/Case,608819460253,disposable-food-packaging-supplies
68,15003545,"Carnival King 5 1/2"" x 3 1/4"" x 12"" Qt. Size Unprinted Foil Bag - 500/Case",https://www.webstaurantstore.com/carnival-king-5-1-2-x-3-1-4-x-12-qt-size-unprinted-foil-bag-case/15003545.html,From $38.30/Case,,disposable-food-packaging-supplies
69,433nht100,"Choice 1/6 Size .71 Mil White ""Thank You"" Heavy-Duty Plastic T-Shirt Bag - 600/Case",https://www.webstaurantstore.com/1-6-size-71-mil-white-thank-you-heavy-duty-plastic-t-shirt-bag-case/433NHT100.html,$16.49/Case,680569120557,disposable-food-packaging-supplies
70,245cb12pln,"Choice 12"" x 12"" x 2"" Kraft Corrugated Plain Pizza Box - 50/Case",https://www.webstaurantstore.com/12-x-12-x-2-kraft-corrugated-plain-pizza-bakery-box-case/245CB12PLN.html,$16.49/Case,,disposable-food-packaging-supplies
71,150lffbag,"Carnival King 5 1/2"" x 4 1/2"" Large French Fry Bag - 2000/Case",https://www.webstaurantstore.com/carnival-king-5-1-2-x-4-1-2-large-french-fry-bag-case/150LFFBAG.html,$22.99/Case,10072181500096,disposable-food-packaging-supplies
72,12212x5hd,"Choice 12"" x 500' Food Service Heavy-Duty Aluminum Foil Roll",https://www.webstaurantstore.com/choice-12-x-500-food-service-heavy-duty-aluminum-foil-roll/12212X5HD.html,From $23.22/Each,074729912050,disposable-food-packaging-supplies
73,130dpstand,"Choice Deli Saddle Bag Stand - 8"" x 11 3/4""",https://www.webstaurantstore.com/choice-saddle-bag-stand/130DPSTAND.html,From $11.09/Each,654866011160,disposable-food-packaging-supplies
74,245050,Baker's Mark 1/2 lb. White 1-Piece Auto-Popup Candy Box - 250/Case,https://www.webstaurantstore.com/bakers-mark-1-2-lb-white-1-piece-candy-box-case/245050.html,From $29.78/Case,400010040674,disposable-food-packaging-supplies
75,176fm12disp,"Choice 12"" Stainless Steel Film and Foil Dispenser and Cutter",https://www.webstaurantstore.com/choice-12-stainless-steel-film-and-foil-dispenser-and-cutter/176FM12DISP.html,From $43.61/Each,,disposable-food-packaging-supplies
76,18212x2,"Choice 12"" x 2000' Foodservice Film with Serrated Cutter",https://www.webstaurantstore.com/choice-18212x2pl-12-x-2000-standard-film-with-serrated-cutter/18212X2.html,From $10.05/Each,good,disposable-food-packaging-supplies
77,4331657,Duro 1/6 Brown Paper Barrel Sack - 500/Bundle,https://www.webstaurantstore.com/duro-1-6-brown-paper-barrel-sack-bundle/4331657.html,From $58.19/Bundle,good,disposable-food-packaging-supplies
78,433b1200110,"Small 9 5/8"" x 5 1/4"" x 13 3/8"" Natural Kraft Shopping Bag with Handles - 250/Bundle",https://www.webstaurantstore.com/natural-kraft-small-shopping-bag-with-handles-10-x-5-1-2-x-13-1-4-bundle/433B1200110.html,From $41.77/Bundle,,disposable-food-packaging-supplies
79,1500400,Carnival King Foil Qt. Size Foil BBQ Bag - 1000/Case,https://www.webstaurantstore.com/carnival-king-foil-qt-size-foil-bbq-bag-case/1500400.html,From $69.60/Case,763352654009,disposable-food-packaging-supplies
80,1229102g,"Choice 9"" x 10 3/4"" Gold / Silver Interfolded Pop-Up Foil Sheets",https://www.webstaurantstore.com/choice-9-x-10-3-4-gold-silver-interfolded-pop-up-foil-sheets/1229102G.html,From $8.99/Box,016194000733,disposable-food-packaging-supplies
81,15003543,"Carnival King 3 7/8"" x 2 1/2"" x 11 5/8"" Pint Size Unprinted Foil Bag - 500/Case",https://www.webstaurantstore.com/carnival-king-3-7-8-x-2-1-2-x-11-5-8-pint-size-unprinted-foil-bag-case/15003543.html,From $34.92/Case,,disposable-food-packaging-supplies
82,150ck1515bk,"Choice 15"" x 15"" Black Check Deli Sandwich Wrap Paper - 4000/Case",https://www.webstaurantstore.com/choice-15-x-15-black-check-deli-sandwich-wrap-paper-case/150CK1515BK.html,$96.49/Case,,disposable-food-packaging-supplies
83,612w85,"Choice 18"" x 18"" Insulated Foil Sandwich Wrap Sheets - 1000/Case",https://www.webstaurantstore.com/choice-18-x-18-insulated-foil-sandwich-wrap-sheets-case/612W85.html,From $72.25/Case,,disposable-food-packaging-supplies
84,433nht001,Choice 1/6 Size White T-Shirt Bag - 1000/Case,https://www.webstaurantstore.com/1-6-size-white-t-shirt-bag-case/433NHT001.html,$18.49/Case,760600000045,disposable-food-packaging-supplies
85,433nht105,"Choice 1/5 Size .67 Mil White ""Thank You"" Heavy-Duty Plastic T-Shirt Bag - 500/Case",https://www.webstaurantstore.com/1-5-size-67-mil-white-thank-you-heavy-duty-plastic-t-shirt-bag-case/433NHT105.html,$16.99/Case,608819460338,disposable-food-packaging-supplies
86,245cpb7wh   print,"Choice 7"" x 7"" x 2"" White Corrugated Pizza Box - 50/Case",https://www.webstaurantstore.com/choice-7-x-7-x-1-3-4-white-corrugated-pizza-box-case/245CPB7WH%20%20%20PRINT.html,$9.99/Case,400010041497,disposable-food-packaging-supplies
87,9993003537,"Choice 15"" x 15"" Natural Kraft Basket Liner / Deli Wrap - 1000/Pack",https://www.webstaurantstore.com/choice-15-x-15-natural-kraft-basket-liner-deli-wrap-pack/9993003537.html,$29.99/Pack,10608254035372,disposable-food-packaging-supplies
88,245cpb12    print,"Choice 12"" x 12"" x 2"" Kraft Corrugated Pizza Box - 50/Case",https://www.webstaurantstore.com/12-x-12-x-1-3-4-kraft-corrugated-pizza-box-case/245CPB12%20%20%20%20PRINT.html,$15.49/Case,675687141027,disposable-food-packaging-supplies
89,999399,"Choice 12"" x 12"" Black Check Deli Sandwich Wrap Paper - 1000/Pack",https://www.webstaurantstore.com/choice-12-x-12-black-check-deli-sandwich-wrap-paper-pack/999399.html,$16.99/Pack,787074005062,disposable-food-packaging-supplies
90,245cb10pln,"Choice 10"" x 10"" x 2"" Kraft Corrugated Plain Pizza Box - 50/Case",https://www.webstaurantstore.com/10-x-10-x-2-kraft-corrugated-plain-pizza-bakery-box-case/245CB10PLN.html,$12.49/Case,,disposable-food-packaging-supplies
91,433pp553hhd,"Choice Premium 2-Ply 5 3/16"" Square Patty Paper with Holes - 500/Box",https://www.webstaurantstore.com/choice-2-ply-5-3-16-square-patty-paper-with-holes-box/433PP553HHD.html,From $5.85/Box,better,disposable-food-packaging-supplies
92,433ppr4,"Choice 4"" Perforated Round Patty Paper - 500/Pack",https://www.webstaurantstore.com/choice-4-perforated-round-patty-paper-box/433PPR4.html,$6.99/Pack,,disposable-food-packaging-supplies
93,999398,"Choice 12"" x 12"" Red Check Deli Sandwich Wrap Paper - 1000/Pack",https://www.webstaurantstore.com/choice-12-x-12-red-check-deli-sandwich-wrap-paper-pack/999398.html,$16.99/Pack,10787074000842,disposable-food-packaging-supplies
94,245100,Baker's Mark 1 lb. White 1-Piece Auto-Popup Candy Box - 250/Case,https://www.webstaurantstore.com/bakers-mark-1-lb-white-1-piece-candy-box-case/245100.html,From $36.86/Case,400010040681,disposable-food-packaging-supplies
95,130d108df,"Choice 10 1/2"" x 8"" Printed Plastic Deli Saddle Bag with Flip Top - 2000/Case",https://www.webstaurantstore.com/choice-10-1-2-x-8-printed-plastic-deli-saddle-bag-with-flip-top-case/130D108DF.html,From $14.00/Case,,disposable-food-packaging-supplies
96,150mffbag,"Carnival King 4 1/2"" x 4 1/2"" Medium French Fry Bag - 2000/Case",https://www.webstaurantstore.com/carnival-king-4-1-2-x-4-1-2-medium-french-fry-bag-case/150MFFBAG.html,From $13.85/Case,30674970104221,disposable-food-packaging-supplies
97,433pp553h,"Choice 5 3/16"" Square Patty Paper with Holes - 834/Box",https://www.webstaurantstore.com/choice-5-3-16-square-patty-paper-with-holes-box/433PP553H.html,From $5.50/Box,good,disposable-food-packaging-supplies
98,1503003535,"Choice 9"" x 10"" Natural Kraft Wire Cone Basket Liner / Deli Wrap / Double Open Bag - 1000/Case",https://www.webstaurantstore.com/choice-9-x-10-natural-kraft-wire-cone-basket-liner-deli-wrap-double-open-bag-case/1503003535.html,$34.99/Case,10608254035358,disposable-food-packaging-supplies
99,245cb14pln,"Choice 14"" x 14"" x 2"" Kraft Corrugated Plain Pizza Box - 50/Case",https://www.webstaurantstore.com/14-x-14-x-2-kraft-corrugated-plain-pizza-bakery-box-case/245CB14PLN.html,$18.99/Case,,disposable-food-packaging-supplies
100,245444pw,Baker's Mark Printed 1-Piece Candy Apple Box with Window - 100/Case,https://www.webstaurantstore.com/bakers-mark-printed-1-piece-candy-apple-box-with-window-case/245444PW.html,From $35.76/Case,,disposable-food-packaging-supplies
101,245cpb14    print,"Choice 14"" x 14"" x 2"" Kraft Corrugated Pizza Box - 50/Case",https://www.webstaurantstore.com/14-x-14-x-1-3-4-kraft-corrugated-pizza-box-case/245CPB14%20%20%20%20PRINT.html,$18.99/Case,675687141041,disposable-food-packaging-supplies
102,245cb16     white,"Choice 16"" x 16"" x 2"" White Corrugated Plain Pizza Box - 50/Case",https://www.webstaurantstore.com/choice-16-x-16-x-2-white-corrugated-plain-pizza-bakery-box-case/245CB16%20%20%20%20%20WHITE.html,$23.49/Case,,disposable-food-packaging-supplies
103,999300100nat,"Choice 6"" x 1"" x 8"" Kraft Sandwich / Cookie Bag - 100/Pack",https://www.webstaurantstore.com/choice-6-x-1-x-8-sandwich-cookie-bag-pack/999300100NAT.html,$4.39/Pack,,disposable-food-packaging-supplies
104,150ck1515bl,"Choice 15"" x 15"" Blue Check Deli Sandwich Wrap Paper - 4000/Case",https://www.webstaurantstore.com/choice-15-x-15-blue-check-deli-sandwich-wrap-paper-case/150CK1515BL.html,$96.49/Case,10072181781914,disposable-food-packaging-supplies
105,150ck1515gn,"Choice 15"" x 15"" Green Check Deli Sandwich Wrap Paper - 4000/Case",https://www.webstaurantstore.com/choice-15-x-15-green-check-deli-sandwich-wrap-paper-case/150CK1515GN.html,$96.49/Case,,disposable-food-packaging-supplies
106,4331852,Duro 1/8 Brown Paper Barrel Sack - 500/Bundle,https://www.webstaurantstore.com/duro-1-8-brown-paper-barrel-sack-bundle/4331852.html,From $41.00/Bundle,079594800822,disposable-food-packaging-supplies
107,12215x1st,"Choice 15"" x 1000' Food Service Standard Aluminum Foil Roll",https://www.webstaurantstore.com/15-x-1000-food-service-standard-aluminum-foil-roll/12215X1ST.html,From $43.24/Each,047552332517,disposable-food-packaging-supplies
